hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,total_stay_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,139,2016,February,28,21,1,3,4,2,1,0,3,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,172,22,0,Contract,76.72,0,0,Check-Out,2016-06-15
Resort Hotel,1,16,2016,September,11,16,1,2,3,1,2,0,3,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,365,22,0,Transient,154.14,0,0,Canceled,2016-06-15
City Hotel,1,17,2017,May,36,12,0,1,1,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,391,22,0,Transient-Party,125.98,0,1,Canceled,2016-06-15
Resort Hotel,0,7,2017,October,9,17,0,3,3,2,0,0,2,SC,BRA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,362,22,0,Transient-Party,99.93,0,0,Check-Out,2016-06-15
City Hotel,0,38,2015,December,38,8,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,284,22,0,Transient,82.16,0,0,Check-Out,2016-06-15
City Hotel,0,64,2017,May,1,4,2,3,5,2,0,0,2,SC,IRL,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,203,22,0,Transient,26.7,0,0,Check-Out,2016-06-15
City Hotel,0,616,2016,February,27,21,0,5,5,3,0,0,3,HB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,286,22,0,Transient,89.75,0,1,Check-Out,2016-06-15
Resort Hotel,1,56,2017,March,3,17,2,2,4,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,141,22,0,Transient,92.13,0,1,Canceled,2016-06-15
City Hotel,0,129,2016,September,39,3,2,3,5,2,0,0,2,BB,FRA,Online TA,Direct,0,1,0,A,B,0,No Deposit,50,22,0,Transient,141.18,0,1,Check-Out,2016-06-15
Resort Hotel,1,118,2015,March,9,18,1,2,3,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,G,B,3,No Deposit,128,22,0,Transient,57.44,0,0,Canceled,2016-06-15
Resort Hotel,0,22,2016,April,40,16,3,4,7,2,0,0,2,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,29,22,0,Transient-Party,115.03,0,1,Check-Out,2016-06-15
City Hotel,1,6,2016,March,28,28,0,1,1,2,0,0,2,BB,DEU,Groups,TA/TO,0,0,0,E,E,0,No Deposit,366,0,0,Transient-Party,125.37,0,1,Canceled,2016-06-15
City Hotel,0,78,2016,May,21,2,0,2,2,2,2,0,4,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,Non Refund,342,0,0,Transient,88.79,0,1,Check-Out,2016-06-15
City Hotel,0,120,2017,February,28,13,0,5,5,2,0,0,2,HB,PRT,Direct,TA/TO,0,1,1,A,A,0,No Deposit,127,0,0,Transient,100.84,0,0,Check-Out,2016-06-15
City Hotel,1,634,2017,October,45,1,0,3,3,1,0,0,1,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,398,22,0,Contract,117.07,0,0,Canceled,2016-06-15
City Hotel,1,44,2016,October,24,22,0,2,2,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,448,22,0,Transient,96.95,0,3,Canceled,2016-06-15
City Hotel,1,226,2016,June,18,24,1,4,5,2,0,0,2,BB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,497,0,0,Transient,173.81,0,1,Canceled,2016-06-15
Resort Hotel,0,48,2016,July,51,3,0,1,1,1,0,0,1,BB,PRT,Direct,GDS,0,0,0,A,A,0,No Deposit,367,22,0,Transient,143.35,0,1,Check-Out,2016-06-15
City Hotel,0,116,2016,August,9,1,1,3,4,1,2,0,3,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,489,22,0,Transient,115.33,0,2,Check-Out,2016-06-15
City Hotel,1,91,2017,September,26,26,0,6,6,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,64,22,0,Contract,101.57,0,3,Canceled,2016-06-15
City Hotel,1,5,2016,July,24,2,0,3,3,2,0,0,2,Undefined,NLD,Groups,TA/TO,0,0,0,A,E,1,No Deposit,226,22,0,Transient,129.64,0,0,Canceled,2016-06-15
Resort Hotel,1,8,2016,July,52,19,2,4,6,1,0,0,1,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,311,0,0,Transient,99.67,0,0,Canceled,2016-06-15
City Hotel,1,2,2016,August,6,22,1,3,4,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,335,0,0,Transient,60.9,0,1,Canceled,2016-06-15
Resort Hotel,0,46,2016,August,12,3,2,5,7,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,356,0,0,Transient,121.18,1,2,Check-Out,2016-06-15
Resort Hotel,0,136,2016,May,36,25,2,6,8,2,0,0,2,BB,FRA,Online TA,Direct,0,0,2,A,A,0,No Deposit,437,22,0,Transient,88.64,0,1,Check-Out,2016-06-15
Resort Hotel,1,18,2016,May,9,28,1,1,2,2,0,0,2,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,303,0,0,Transient,112.48,0,0,Canceled,2016-06-15
City Hotel,1,93,2015,April,10,1,2,1,3,1,0,0,1,BB,PRT,Corporate,Direct,0,0,0,A,A,1,No Deposit,387,22,0,Transient,88.64,0,0,Canceled,2016-06-15
City Hotel,1,34,2015,July,3,23,0,3,3,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,242,0,0,Transient,68.38,0,0,Canceled,2016-06-15
Resort Hotel,1,159,2016,May,49,26,1,6,7,2,0,0,2,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,368,0,0,Transient,177.39,0,0,Canceled,2016-06-15
City Hotel,0,160,2016,July,29,24,1,2,3,1,0,0,1,BB,PRT,Online TA,Direct,0,0,0,E,E,0,No Deposit,363,0,0,Transient,70.99,0,0,Check-Out,2016-06-15
City Hotel,0,149,2015,June,7,9,1,4,5,2,0,0,2,SC,NLD,Online TA,Direct,0,0,0,F,F,0,Non Refund,65,22,0,Transient,117.64,0,0,Check-Out,2016-06-15
City Hotel,0,74,2017,October,26,8,2,4,6,2,0,0,2,BB,NLD,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,471,0,0,Transient,138.94,0,0,Check-Out,2016-06-15
Resort Hotel,0,33,2016,February,8,5,2,2,4,2,0,0,2,BB,BEL,Direct,Direct,0,0,0,A,G,0,No Deposit,204,0,0,Transient,116.57,0,0,Check-Out,2016-06-15
City Hotel,1,165,2017,July,43,1,1,2,3,3,0,0,3,BB,DEU,Groups,TA/TO,0,0,0,E,E,0,No Deposit,16,0,0,Transient-Party,145.83,0,0,Canceled,2016-06-15
City Hotel,0,20,2015,July,13,15,0,2,2,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,394,22,0,Transient,123.21,0,0,Check-Out,2016-06-15
City Hotel,0,34,2015,May,35,17,0,2,2,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,459,22,0,Transient-Party,19.6,0,1,Check-Out,2016-06-15
Resort Hotel,0,20,2016,June,19,15,1,5,6,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,313,0,0,Transient,55.9,0,0,Check-Out,2016-06-15
City Hotel,1,112,2015,September,46,8,1,1,2,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,202,0,0,Transient,106.75,0,0,Canceled,2016-06-15
City Hotel,0,115,2017,April,22,23,0,5,5,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,B,G,0,No Deposit,59,0,0,Transient,63.96,0,1,Check-Out,2016-06-15
City Hotel,0,105,2015,October,16,21,4,2,6,2,0,0,2,BB,NLD,Corporate,Direct,0,0,0,A,A,0,No Deposit,192,22,0,Transient,118.04,0,1,Check-Out,2016-06-15
Resort Hotel,1,53,2016,October,15,26,3,1,4,2,0,0,2,SC,NLD,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,44,0,0,Transient-Party,171.14,0,0,Canceled,2016-06-15
Resort Hotel,1,10,2017,August,2,3,2,1,3,2,0,0,2,HB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,106,0,0,Transient,118.59,0,0,Canceled,2016-06-15
City Hotel,0,242,2016,September,38,9,0,5,5,2,0,0,2,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,161,22,0,Contract,108.4,0,0,Check-Out,2016-06-15
City Hotel,1,70,2015,July,21,20,1,1,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,346,0,5,Transient,149.03,0,1,Canceled,2016-06-15
Resort Hotel,0,52,2016,July,30,14,1,3,4,2,0,0,2,SC,ITA,Corporate,TA/TO,0,0,0,A,E,0,No Deposit,138,22,0,Transient,153.2,0,2,Check-Out,2016-06-15
City Hotel,0,88,2016,December,7,6,1,1,2,2,0,0,2,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,180,22,0,Transient-Party,127.7,0,0,Check-Out,2016-06-15
Resort Hotel,0,21,2015,April,31,27,0,2,2,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,102,0,0,Contract,86.19,0,2,Check-Out,2016-06-15
City Hotel,0,14,2016,March,41,20,1,1,2,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,G,0,Non Refund,10,22,0,Transient,97.1,0,0,Check-Out,2016-06-15
City Hotel,0,52,2017,April,41,25,2,2,4,2,1,0,3,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,208,22,0,Contract,78.39,0,0,Check-Out,2016-06-15
City Hotel,0,25,2017,July,49,4,4,1,5,2,0,0,2,BB,PRT,Groups,TA/TO,1,0,0,D,D,0,No Deposit,401,0,0,Transient,89.29,0,3,Check-Out,2016-06-15
City Hotel,0,28,2015,March,35,24,1,3,4,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,218,0,0,Transient,126.18,0,1,Check-Out,2016-06-15
Resort Hotel,1,223,2015,October,4,27,2,2,4,2,0,0,2,BB,NLD,Direct,TA/TO,0,0,0,A,A,0,No Deposit,53,0,0,Transient,122.0,0,0,Canceled,2016-06-15
City Hotel,0,75,2016,June,34,12,4,2,6,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,22,0,0,Transient,104.86,0,0,Check-Out,2016-06-15
Resort Hotel,0,66,2016,October,1,28,1,1,2,2,0,0,2,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,328,0,10,Transient,115.8,0,0,Check-Out,2016-06-15
City Hotel,0,116,2016,April,10,3,1,1,2,1,2,0,3,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,267,0,0,Transient,126.47,0,0,Check-Out,2016-06-15
City Hotel,1,302,2017,May,30,24,0,3,3,2,0,0,2,BB,NLD,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,323,22,5,Transient-Party,100.5,0,2,Canceled,2016-06-15
City Hotel,1,11,2017,January,32,27,1,2,3,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,255,0,0,Transient,109.64,1,0,Canceled,2016-06-15
Resort Hotel,0,179,2015,April,3,3,0,2,2,2,0,0,2,SC,NLD,Groups,TA/TO,0,0,0,G,G,1,No Deposit,13,0,0,Contract,124.94,0,1,Check-Out,2016-06-15
City Hotel,1,87,2016,June,10,27,0,4,4,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,186,22,0,Transient,78.35,0,1,Canceled,2016-06-15
Resort Hotel,0,15,2015,November,9,21,2,2,4,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,45,22,0,Transient,123.17,0,0,Check-Out,2016-06-15
Resort Hotel,0,35,2016,May,17,17,2,1,3,1,0,0,1,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,429,22,0,Transient-Party,27.43,0,0,Check-Out,2016-06-15
City Hotel,0,65,2015,August,47,6,0,2,2,3,1,1,5,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,486,22,0,Transient,108.77,0,0,Check-Out,2016-06-15
City Hotel,0,117,2015,June,3,15,1,4,5,2,0,0,2,HB,BRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,171,0,0,Transient-Party,83.25,0,3,Check-Out,2016-06-15
City Hotel,0,27,2016,January,27,11,1,3,4,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,448,22,0,Transient,15.26,0,1,Check-Out,2016-06-15
City Hotel,0,76,2016,July,35,18,1,2,3,2,0,0,2,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,251,0,0,Transient-Party,117.39,0,3,Check-Out,2016-06-15
Resort Hotel,1,115,2015,February,4,28,0,1,1,2,0,0,2,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,295,0,0,Transient,90.75,0,0,Canceled,2016-06-15
City Hotel,1,59,2017,October,4,3,2,1,3,2,0,0,2,BB,NLD,Online TA,Direct,0,0,0,A,A,0,No Deposit,136,0,0,Transient,53.47,0,0,Canceled,2016-06-15
City Hotel,0,198,2016,September,49,27,0,6,6,2,0,0,2,HB,NLD,Corporate,TA/TO,0,0,1,A,A,0,No Deposit,458,0,0,Transient,124.05,0,1,Check-Out,2016-06-15
Resort Hotel,0,203,2015,May,32,17,0,4,4,2,0,0,2,HB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,168,22,0,Transient-Party,70.27,0,1,Check-Out,2016-06-15
City Hotel,1,63,2015,August,38,11,1,1,2,2,0,0,2,BB,FRA,Online TA,Corporate,0,0,0,A,A,1,No Deposit,494,0,5,Transient,95.98,0,0,Canceled,2016-06-15
City Hotel,0,360,2016,February,11,6,2,1,3,2,1,0,3,SC,PRT,Offline TA/TO,TA/TO,1,0,0,A,D,0,Non Refund,435,0,0,Transient-Party,146.34,0,0,Check-Out,2016-06-15
City Hotel,0,7,2017,August,44,5,2,1,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,1,0,A,A,1,Non Refund,477,22,0,Transient,115.53,0,0,Check-Out,2016-06-15
City Hotel,0,0,2016,September,39,10,1,6,7,2,0,0,2,BB,GBR,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,350,22,0,Transient,66.5,0,0,Check-Out,2016-06-15
City Hotel,0,47,2017,September,45,2,0,3,3,2,0,0,2,Undefined,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,369,22,0,Transient,117.87,0,2,Check-Out,2016-06-15
City Hotel,0,91,2016,April,6,15,1,4,5,1,2,0,3,HB,PRT,Online TA,Corporate,0,0,0,A,A,0,No Deposit,404,0,0,Transient-Party,146.07,0,0,Check-Out,2016-06-15
City Hotel,1,99,2016,April,35,11,2,2,4,2,0,0,2,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,194,22,0,Contract,108.87,0,0,Canceled,2016-06-15
Resort Hotel,0,64,2016,July,46,24,0,4,4,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,314,22,0,Transient,116.38,0,0,Check-Out,2016-06-15
City Hotel,0,13,2016,December,32,25,3,1,4,1,0,0,1,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,99,0,0,Transient-Party,123.24,0,0,Check-Out,2016-06-15
City Hotel,1,18,2016,November,46,14,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,487,22,0,Transient,106.0,0,0,Canceled,2016-06-15
City Hotel,1,191,2017,May,23,14,2,2,4,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,65,22,0,Transient,100.66,0,0,Canceled,2016-06-15
City Hotel,0,202,2015,September,42,3,0,7,7,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,429,22,0,Transient,115.5,0,0,Check-Out,2016-06-15
City Hotel,1,112,2016,November,37,28,2,2,4,3,0,0,3,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,101,0,10,Transient,114.51,0,0,Canceled,2016-06-15
City Hotel,0,109,2016,April,26,22,0,2,2,2,0,0,2,BB,GBR,Online TA,TA/TO,0,1,0,A,A,2,No Deposit,458,22,0,Transient-Party,117.94,0,1,Check-Out,2016-06-15
Resort Hotel,1,91,2016,October,34,22,0,4,4,1,0,0,1,BB,NLD,Corporate,TA/TO,0,0,0,D,D,0,No Deposit,219,0,0,Transient,126.14,0,0,Canceled,2016-06-15
City Hotel,0,22,2016,April,38,16,2,5,7,2,0,0,2,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,206,22,0,Transient,0.0,0,0,Check-Out,2016-06-15
City Hotel,0,55,2016,May,11,14,1,5,6,1,0,0,1,BB,NLD,Groups,TA/TO,0,0,0,B,B,0,Non Refund,458,22,0,Transient-Party,110.1,0,1,Check-Out,2016-06-15
Resort Hotel,0,119,2016,March,50,10,2,2,4,2,1,0,3,BB,FRA,Online TA,Direct,0,0,0,A,B,0,No Deposit,162,0,0,Transient,98.79,0,0,Check-Out,2016-06-15
City Hotel,0,77,2016,July,21,22,1,6,7,3,0,0,3,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,12,0,0,Transient-Party,158.11,0,1,Check-Out,2016-06-15
City Hotel,0,1,2017,October,43,8,4,3,7,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,23,0,0,Transient,94.7,0,0,Check-Out,2016-06-15
City Hotel,0,306,2017,July,24,12,0,5,5,3,0,0,3,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,367,22,0,Transient,112.34,0,0,Check-Out,2016-06-15
Resort Hotel,0,186,2016,February,15,5,1,5,6,1,0,0,1,BB,NLD,Groups,TA/TO,0,0,0,D,D,0,No Deposit,196,0,0,Transient-Party,77.08,0,0,Check-Out,2016-06-15
Resort Hotel,0,30,2017,April,3,26,2,1,3,1,0,0,1,BB,NLD,Offline TA/TO,Direct,0,0,0,D,D,0,No Deposit,78,0,0,Transient-Party,128.36,0,1,Check-Out,2016-06-15
City Hotel,0,95,2017,July,2,26,1,2,3,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,A,G,1,Non Refund,181,22,0,Transient,71.85,1,0,Check-Out,2016-06-15
Resort Hotel,0,256,2016,July,7,13,4,3,7,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,347,22,0,Transient,99.61,1,0,Check-Out,2016-06-15
City Hotel,0,10,2015,July,5,24,2,4,6,1,0,0,1,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,309,0,0,Transient,219.87,0,0,Check-Out,2016-06-15
City Hotel,0,69,2016,February,45,12,1,2,3,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,296,22,0,Transient,85.51,0,0,Check-Out,2016-06-15
Resort Hotel,0,60,2016,September,40,3,1,1,2,1,0,0,1,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,466,22,0,Transient,82.92,0,2,Check-Out,2016-06-15
Resort Hotel,1,52,2017,October,29,23,2,3,5,2,1,0,3,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,78,0,0,Transient,67.31,0,0,Canceled,2016-06-15
City Hotel,0,180,2017,July,41,17,3,3,6,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,437,22,0,Transient,89.86,0,0,Check-Out,2016-06-15
City Hotel,1,47,2017,August,32,20,1,5,6,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,36,0,0,Transient,52.63,0,0,Canceled,2016-06-15
City Hotel,1,6,2016,November,30,5,0,3,3,3,0,0,3,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,193,22,0,Transient-Party,68.19,0,0,Canceled,2016-06-15
City Hotel,0,6,2016,August,8,23,0,1,1,2,0,0,2,HB,GBR,Online TA,Direct,0,0,0,D,D,0,No Deposit,142,22,0,Transient,114.79,0,1,Check-Out,2016-06-15
City Hotel,0,4,2016,August,32,6,1,6,7,1,0,0,1,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,0,0,Transient,136.11,0,0,Check-Out,2016-06-15
City Hotel,1,52,2015,August,42,13,0,3,3,2,0,0,2,SC,NLD,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,248,22,0,Transient,24.27,0,0,Canceled,2016-06-15
City Hotel,0,126,2016,April,2,6,1,3,4,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,112,0,0,Transient,119.49,0,0,Check-Out,2016-06-15
City Hotel,0,22,2015,July,10,13,2,5,7,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,290,0,0,Transient,144.78,0,0,Check-Out,2016-06-15
City Hotel,0,103,2016,October,43,15,1,3,4,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,C,0,Non Refund,122,22,0,Transient,68.49,0,2,Check-Out,2016-06-15
City Hotel,1,116,2016,April,43,2,1,2,3,2,0,0,2,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,154,22,0,Transient,163.18,0,0,Canceled,2016-06-15
Resort Hotel,0,29,2017,October,37,11,0,1,1,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,311,22,0,Transient,147.98,0,2,Check-Out,2016-06-15
City Hotel,1,91,2015,August,46,16,2,6,8,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,63,0,0,Transient,76.25,0,2,Canceled,2016-06-15
Resort Hotel,1,115,2017,June,3,18,1,1,2,1,0,0,1,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,109,0,0,Transient-Party,104.87,0,0,Canceled,2016-06-15
Resort Hotel,0,62,2017,August,52,2,0,1,1,2,0,0,2,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,326,22,0,Transient,136.84,0,0,Check-Out,2016-06-15
City Hotel,1,41,2017,June,23,10,1,4,5,1,0,0,1,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,302,22,0,Transient,133.26,0,0,Canceled,2016-06-15
City Hotel,1,96,2017,October,34,13,0,2,2,2,0,0,2,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,0,0,Transient,94.03,0,0,Canceled,2016-06-15
City Hotel,0,380,2016,June,18,28,1,1,2,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,279,22,0,Transient-Party,76.41,0,2,Check-Out,2016-06-15
City Hotel,0,55,2016,October,33,8,2,2,4,3,0,0,3,HB,IRL,Online TA,GDS,0,0,0,A,A,0,No Deposit,492,0,0,Transient-Party,140.91,0,0,Check-Out,2016-06-15
City Hotel,0,49,2017,July,33,7,0,7,7,2,2,0,4,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,365,0,0,Transient,102.7,0,2,Check-Out,2016-06-15
Resort Hotel,0,62,2017,August,17,16,2,3,5,2,1,0,3,BB,BEL,Groups,TA/TO,0,0,0,E,E,1,No Deposit,272,22,0,Transient,66.67,1,1,Check-Out,2016-06-15
City Hotel,0,7,2016,December,6,17,1,2,3,2,0,0,2,BB,PRT,Online TA,Corporate,0,0,0,D,A,0,No Deposit,288,22,0,Transient-Party,0.0,0,0,Check-Out,2016-06-15
City Hotel,0,80,2017,March,13,9,1,5,6,2,0,0,2,BB,DEU,Direct,TA/TO,0,0,1,A,A,0,No Deposit,7,22,0,Transient,80.22,0,1,Check-Out,2016-06-15
City Hotel,0,39,2016,August,21,27,0,2,2,2,1,0,3,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,Non Refund,428,22,0,Contract,107.6,0,0,Check-Out,2016-06-15
City Hotel,1,12,2015,March,31,27,2,2,4,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,431,0,0,Transient,143.93,0,1,Canceled,2016-06-15
Resort Hotel,0,62,2016,October,21,8,1,1,2,2,0,0,2,BB,NLD,Corporate,TA/TO,0,0,0,A,A,0,Refundable,81,0,0,Contract,54.39,0,0,Check-Out,2016-06-15
City Hotel,0,0,2016,July,33,25,2,3,5,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,133,0,0,Transient,89.41,0,1,Check-Out,2016-06-15
City Hotel,0,51,2016,November,28,20,0,3,3,2,0,0,2,BB,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,191,0,0,Transient,101.86,0,1,Check-Out,2016-06-15
Resort Hotel,0,11,2015,October,6,5,2,1,3,2,0,0,2,Undefined,PRT,Online TA,TA/TO,0,0,0,D,D,0,Refundable,140,0,0,Transient,163.58,0,0,Check-Out,2016-06-15
City Hotel,0,2,2016,February,8,27,2,3,5,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,90,0,0,Group,42.8,0,0,Check-Out,2016-06-15
City Hotel,0,173,2017,March,13,5,0,1,1,2,1,0,3,SC,IRL,Offline TA/TO,TA/TO,0,1,0,B,B,0,No Deposit,72,22,0,Transient-Party,103.28,0,0,Check-Out,2016-06-15
City Hotel,0,247,2016,July,34,27,4,7,11,1,0,0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,9,0,5,Transient,86.76,0,1,Check-Out,2016-06-15
City Hotel,1,23,2015,July,40,25,1,2,3,2,0,0,2,SC,NLD,Groups,TA/TO,0,0,0,D,D,0,Non Refund,224,0,0,Transient-Party,72.6,0,0,Canceled,2016-06-15
City Hotel,1,77,2016,March,22,24,0,3,3,1,0,0,1,BB,BEL,Direct,Corporate,0,0,0,A,A,0,No Deposit,300,22,0,Transient-Party,119.1,0,0,Canceled,2016-06-15
Resort Hotel,0,32,2016,February,1,13,0,3,3,1,0,0,1,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,278,0,0,Transient,143.42,0,0,Check-Out,2016-06-15
Resort Hotel,0,68,2016,July,13,16,0,3,3,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,430,0,0,Transient,54.93,1,2,Check-Out,2016-06-15
City Hotel,1,57,2016,January,1,26,0,2,2,1,0,0,1,BB,NLD,Corporate,TA/TO,0,0,0,B,B,0,No Deposit,8,22,0,Transient,67.86,0,1,Canceled,2016-06-15
Resort Hotel,1,31,2017,October,10,22,0,1,1,2,0,0,2,SC,NLD,Direct,TA/TO,0,0,0,A,A,1,No Deposit,56,0,0,Transient,42.81,0,1,Canceled,2016-06-15
Resort Hotel,1,120,2015,September,5,27,0,7,7,2,0,0,2,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,284,22,0,Transient,97.08,0,1,Canceled,2016-06-15
